age,education-num,marital-status,gender,capital-gain,hours-per-week,income
58,9,1,0,0,20,0
18,7,1,1,0,15,0
35,10,1,1,0,40,0
24,10,0,0,0,50,0
62,9,1,0,0,38,0
58,9,0,0,0,40,0
51,10,0,1,15024,40,1
21,9,1,1,0,40,0
30,13,0,1,0,40,0
27,11,1,0,0,36,0
25,13,0,1,5178,40,1
31,9,1,1,0,45,0
31,9,1,0,0,34,0
44,10,0,1,5178,50,1
52,16,0,1,99999,65,1
30,12,0,1,0,40,0
29,9,1,1,0,40,0
36,7,1,1,0,40,0
54,13,0,1,0,50,0
59,10,1,1,0,40,1
55,10,1,1,0,45,0
70,11,1,1,0,30,0
22,12,1,0,0,20,0
42,9,1,0,0,40,0
36,12,0,0,0,40,0
32,13,0,1,0,40,1
44,4,0,1,0,40,0
22,9,1,1,0,45,0
25,7,0,1,0,40,0
31,9,0,1,0,50,0
33,9,1,1,0,40,0
54,12,0,1,0,50,1
42,9,1,1,0,48,0
49,9,0,1,0,44,0
30,9,0,1,0,44,0
54,9,1,0,0,45,0
39,10,1,1,0,40,0
24,10,1,1,0,40,0
21,9,1,0,0,44,0
23,5,1,0,0,30,0
54,9,1,0,0,42,0
23,14,1,0,0,20,0
39,9,1,1,0,40,0
23,10,1,1,0,25,0
67,9,1,0,0,8,0
19,7,0,0,0,40,0
41,10,0,1,0,40,1
32,7,1,1,0,40,0
57,9,0,1,0,40,0
18,9,1,0,0,30,0
60,16,0,1,7688,60,1
21,10,1,0,0,40,0
53,10,1,0,0,22,0
38,13,0,1,7688,55,1
21,10,1,1,0,40,0
53,16,1,0,0,55,1
24,9,1,1,0,40,0
36,12,0,1,0,40,0
29,14,1,1,0,60,0
23,10,1,1,0,40,0
44,10,0,1,0,50,0
32,14,0,1,0,48,0
25,13,1,0,0,50,0
41,9,1,1,0,27,0
18,9,1,0,0,30,0
57,10,0,1,0,45,0
62,13,1,1,10520,50,1
29,13,1,1,0,40,0
19,9,1,0,0,40,0
35,15,0,1,0,65,1
52,13,0,1,0,50,1
28,6,1,0,0,40,0
38,9,1,1,0,40,0
42,10,1,0,0,40,0
41,13,1,1,0,40,0
23,13,1,1,0,38,0
31,14,0,1,0,76,1
31,3,1,1,0,45,0
46,14,0,1,0,40,1
18,7,1,0,0,20,0
57,14,0,1,0,38,1
25,11,1,0,0,38,0
32,14,0,1,0,40,1
27,5,1,1,0,40,0
46,13,0,1,7688,45,1
17,6,1,0,0,17,0
43,9,1,1,0,40,0
56,13,0,0,0,40,1
19,9,0,0,0,40,0
20,9,1,0,0,40,0
42,10,1,1,0,45,0
90,9,1,1,0,99,0
25,7,1,1,0,35,0
27,9,1,0,0,40,0
48,9,0,1,0,44,0
48,10,1,1,0,40,0
27,9,0,1,0,48,0
46,13,1,0,0,38,0
32,3,0,1,0,40,0
22,11,0,1,0,40,0
24,13,0,0,0,40,1
31,9,0,1,0,65,0
20,10,1,0,0,18,0
28,15,1,1,2176,40,0
40,9,0,1,0,60,1
39,9,0,1,0,40,1
54,9,0,1,0,40,0
59,10,0,1,0,42,0
17,7,1,0,0,18,0
25,10,1,1,0,80,0
49,9,0,1,0,40,1
55,9,1,1,34095,60,0
39,9,0,1,0,40,0
67,10,1,0,0,16,0
28,9,1,1,0,40,0
35,5,0,1,0,40,0
44,9,0,1,0,48,1
51,14,0,1,0,47,1
55,13,1,1,0,40,0
45,9,0,1,0,78,1
32,9,0,1,0,48,0
45,10,1,0,0,40,0
45,14,0,1,15024,60,1
35,13,1,1,0,40,1
55,9,0,1,0,44,0
59,10,0,1,0,40,1
22,9,1,0,0,55,0
46,14,1,0,0,35,0
23,9,1,1,0,40,0
47,13,0,1,0,45,1
34,9,0,1,0,30,0
51,7,1,1,0,40,0
40,11,0,1,0,50,0
24,10,1,1,0,12,0
20,10,1,1,0,72,0
44,10,1,1,1831,50,0
26,9,1,1,0,40,0
35,9,1,0,0,38,0
23,10,1,1,0,40,0
40,9,1,1,0,50,0
49,9,0,1,0,40,0
32,9,1,1,0,45,0
28,11,1,0,0,40,0
51,14,0,1,15024,60,1
62,11,0,1,0,50,1
31,10,0,1,0,40,0
47,12,0,1,0,40,1
36,11,1,0,0,3,0
44,9,1,1,0,40,0
18,9,1,0,0,20,0
46,13,0,1,0,40,1
32,9,1,1,0,40,0
51,12,1,0,0,30,0
48,13,0,1,0,45,1
28,13,1,0,0,40,0
57,10,0,1,0,60,1
33,11,0,1,0,40,0
42,9,1,1,0,15,0
17,6,1,1,0,40,0
63,5,1,1,0,40,0
31,13,0,1,0,55,1
34,14,1,1,4650,30,0
35,10,1,1,0,40,0
20,9,1,1,0,40,0
36,9,0,0,0,40,0
24,10,1,0,0,24,0
33,10,0,1,0,50,1
36,10,0,1,0,40,0
31,13,1,0,0,40,0
29,12,1,0,3418,40,0
47,13,0,1,0,60,1
30,16,0,1,5178,75,1
34,9,0,1,0,50,0
23,9,1,0,0,40,0
33,11,1,1,0,40,0
59,6,1,0,0,40,0
67,13,1,1,0,40,0
26,9,1,1,0,40,0
27,9,0,1,2885,40,0
20,9,0,0,0,36,0
24,13,1,1,0,39,0
44,11,1,1,0,40,0
31,9,0,1,0,40,1
28,15,0,1,0,60,0
19,9,1,0,0,20,0
31,13,0,0,0,40,1
20,9,1,0,0,40,0
64,9,1,0,0,15,0
47,9,0,0,0,40,1
36,10,1,0,0,35,0
48,9,0,1,0,44,1
19,10,1,0,0,40,0
22,9,1,0,0,35,0
56,5,1,1,0,40,0
22,10,1,1,0,50,0
37,13,0,1,0,99,1
57,13,1,0,0,35,0
38,12,0,1,0,50,1
34,9,1,0,0,40,0
22,7,1,0,0,40,0
38,10,1,0,0,40,0
30,10,0,1,0,40,1
32,13,1,1,0,45,1
29,8,0,0,0,40,0
56,9,0,1,0,40,0
42,11,0,0,7298,35,1
66,6,1,1,2050,40,0
71,9,1,0,0,33,0
20,7,1,1,0,40,0
25,9,1,1,0,36,0
42,9,0,1,0,40,1
20,9,1,0,0,40,0
61,10,0,1,0,50,1
24,13,0,0,0,40,0
51,5,1,0,0,40,0
27,9,1,1,0,40,0
41,10,0,0,0,40,1
31,9,1,1,0,40,0
39,9,1,0,0,16,0
36,9,0,1,0,40,0
51,15,0,1,0,40,0
52,9,1,0,0,40,0
49,13,0,1,0,40,1
43,10,0,1,0,40,0
45,13,0,1,0,60,1
49,9,1,1,0,40,0
19,9,1,0,0,40,0
44,9,0,1,0,40,0
67,9,0,1,0,40,0
58,15,0,1,0,45,1
36,13,0,1,7688,40,1
67,9,1,0,15831,16,1
61,16,0,1,0,40,1
55,4,1,0,0,40,0
23,12,1,1,0,16,0
35,9,1,1,0,40,0
35,6,1,0,0,38,0
20,10,1,0,0,10,0
51,9,0,0,0,40,0
23,13,1,1,0,40,0
39,9,0,1,0,24,0
36,10,1,0,0,40,0
47,9,0,1,0,45,1
27,13,1,1,0,80,1
29,9,0,1,0,40,0
21,10,1,1,0,40,0
18,10,1,0,0,20,0
24,10,1,1,0,20,0
39,9,0,1,0,40,1
51,10,0,1,0,40,0
47,13,0,1,15024,40,1
62,10,1,0,0,30,0
49,13,0,1,0,40,1
20,7,0,1,0,40,0
24,10,1,1,0,40,0
25,9,1,0,0,40,0
54,13,0,1,0,40,0
25,9,1,1,0,40,0
20,9,0,0,0,45,0
43,10,1,0,0,55,1
26,13,1,1,0,38,0
24,9,0,1,0,40,0
18,7,1,1,0,20,0
45,10,0,0,0,40,1
45,9,0,1,0,25,0
26,13,1,1,0,40,0
47,10,1,1,0,40,0
54,9,0,1,0,40,0
21,9,1,1,0,40,0
29,9,1,0,0,99,0
68,10,0,1,0,15,0
21,10,1,1,0,48,0
28,10,1,1,0,30,0
46,9,0,0,0,40,1
35,9,1,0,0,48,0
50,6,1,1,0,25,0
48,10,1,1,0,40,0
17,6,1,1,0,40,0
59,13,0,1,15024,50,1
23,10,1,1,0,40,0
53,9,1,0,0,30,0
50,14,0,1,0,40,1
32,3,1,0,0,45,0
53,8,0,1,0,56,0
52,9,0,1,0,48,0
38,13,0,1,0,50,0
43,14,0,1,0,50,1
35,13,0,0,0,32,0
41,15,0,1,0,50,1
22,10,1,1,0,40,0
39,9,0,1,0,60,1
45,14,0,1,0,40,1
31,5,0,0,0,42,0
40,13,0,1,0,40,1
47,3,0,1,0,20,0
53,9,0,1,0,40,0
53,13,0,1,0,60,1
33,13,1,1,0,52,1
24,13,1,0,0,20,0
34,10,1,0,0,40,0
46,9,0,1,0,50,1
29,10,0,1,0,60,0
61,7,1,0,0,32,1
31,9,0,1,0,40,0
29,9,0,1,0,40,0
42,9,1,1,0,40,0
50,10,0,1,0,40,0
34,9,1,0,0,40,0
39,4,0,1,0,40,0
74,2,0,1,0,20,0
40,10,0,1,0,40,0
75,15,0,1,0,50,1
40,13,0,0,0,40,1
36,7,0,1,0,40,0
61,13,0,1,0,40,1
42,7,0,1,0,22,0
28,13,0,0,0,40,1
19,10,1,0,0,18,0
36,12,1,0,0,32,0
33,11,1,0,0,40,0
50,10,1,0,0,40,0
47,12,0,0,15024,40,1
48,9,1,0,0,33,0
60,9,1,1,0,40,0
30,14,1,1,0,30,0
32,13,0,1,0,50,1
45,14,0,0,0,35,1
51,10,0,1,0,40,1
53,5,0,1,0,75,0
34,14,1,0,0,40,0
48,14,0,1,0,40,1
68,9,0,1,0,45,0
32,12,1,0,0,50,0
63,9,0,1,0,4,0
31,9,1,0,0,40,0
58,13,1,0,0,20,0
32,12,0,1,0,60,1
32,13,1,1,0,40,0
40,13,1,1,0,80,0
50,13,0,1,99999,55,1
38,6,1,1,0,40,0
30,9,0,1,0,40,0
21,9,1,0,0,40,0
28,13,1,0,0,40,1
63,9,0,1,0,48,0
32,12,1,0,0,36,0
25,9,1,1,0,45,0
59,10,0,1,0,40,1
22,11,1,0,0,10,0
49,10,1,1,0,40,0
36,13,1,1,0,40,0
31,9,0,0,0,30,0
46,10,1,0,0,30,0
37,15,0,1,0,60,1
48,13,0,1,0,40,1
43,10,0,1,0,44,0
41,9,0,1,0,40,1
54,9,0,1,3464,40,0
36,10,1,0,0,4,0
29,13,1,0,0,40,0
66,9,0,1,0,40,0
59,15,1,1,0,50,0
62,13,0,1,0,40,1
29,6,1,1,0,40,0
28,13,0,1,0,45,1
27,13,0,1,0,60,1
42,9,0,1,0,40,1
60,11,0,1,0,46,1
58,14,0,1,0,50,1
27,10,0,1,0,40,0
45,9,1,0,0,40,0
50,10,0,1,0,40,1
43,10,0,1,0,40,0
39,15,1,1,0,50,0
21,10,1,1,0,20,0
24,9,0,1,0,70,0
59,15,0,1,0,30,0
36,9,0,1,0,40,1
72,10,1,0,0,4,0
35,14,0,1,0,65,1
33,10,1,1,0,40,0
30,9,1,0,0,45,0
40,11,1,1,0,50,1
26,10,0,1,0,55,0
37,11,1,1,0,40,0
68,10,1,0,0,20,0
45,13,0,1,0,72,1
56,9,0,1,0,40,0
36,9,1,0,0,40,0
50,13,0,1,7298,50,1
38,11,0,1,0,40,0
29,13,0,1,0,41,0
28,9,1,0,0,28,0
39,10,0,1,0,50,0
26,13,1,1,0,40,0
52,10,1,1,0,65,1
52,13,1,1,0,40,0
84,9,1,0,0,13,0
33,10,1,0,0,10,0
46,15,0,1,15024,50,1
30,9,1,0,0,35,0
38,13,0,1,0,40,1
66,9,1,0,0,8,0
62,14,0,1,0,40,1
31,13,0,1,0,40,1
31,13,0,1,0,40,1
39,9,0,1,2829,40,0
60,9,1,1,0,50,0
27,13,1,0,0,40,0
37,11,0,0,0,40,0
38,10,1,0,0,40,0
25,9,1,1,0,40,0
48,9,0,0,0,40,0
42,13,1,1,0,50,0
45,14,0,1,0,50,1
22,10,1,1,0,40,0
50,9,0,1,0,40,0
21,9,1,1,0,40,0
44,10,1,0,0,40,0
60,9,1,1,0,50,0
21,10,1,0,0,6,0
51,9,0,1,0,48,0
30,9,0,1,0,40,0
46,12,1,1,0,40,0
43,11,0,1,0,45,1
57,9,1,1,0,48,0
48,14,0,1,0,40,1
39,13,0,1,7688,40,1
68,9,0,1,2414,40,0
33,10,1,1,0,24,0
22,9,1,1,4416,40,0
18,7,1,1,0,7,0
28,9,1,1,0,50,0
32,14,0,1,0,40,0
56,9,1,1,0,42,0
36,9,0,1,0,50,0
34,10,0,1,0,55,0
18,9,1,0,0,40,0
39,6,1,1,0,40,0
25,13,1,0,0,40,0
27,10,1,1,0,35,0
56,14,1,1,0,60,0
33,9,0,1,0,40,0
49,16,0,1,0,60,1
44,9,0,1,0,84,0
30,7,1,1,0,45,1
27,9,1,1,0,50,0
25,13,1,1,0,40,1
30,13,1,1,0,40,0
38,12,0,1,0,40,0
38,9,0,1,0,40,0
46,10,1,0,0,40,0
37,9,1,0,0,20,0
62,9,0,1,0,40,1
55,9,0,1,0,40,0
47,9,0,1,0,40,0
45,9,0,0,0,14,0
50,9,0,1,0,40,0
36,9,1,1,0,40,0
45,9,1,0,0,20,0
23,9,1,1,0,38,0
37,12,0,1,7688,50,1
38,16,0,1,0,55,1
27,10,1,1,0,40,0
29,13,0,0,0,50,0
45,14,1,0,0,40,0
41,9,0,1,0,55,1
38,10,1,0,0,20,0
27,13,1,1,0,40,0
51,10,0,1,0,40,0
44,9,1,1,0,40,0
33,14,0,1,0,40,0
28,9,0,1,99999,40,1
32,13,0,1,0,45,1
43,14,0,1,0,55,0
45,9,1,0,0,40,0
52,12,0,1,7298,40,1
24,9,1,1,0,35,0
19,10,1,1,0,40,0
47,11,0,1,0,40,1
53,16,1,1,14084,50,1
31,13,0,1,0,40,1
30,11,1,1,0,40,0
56,9,0,1,0,40,0
49,13,0,1,0,40,1
38,9,0,1,0,40,0
19,10,1,1,0,18,0
39,11,0,1,0,40,0
38,9,0,1,0,40,0
47,9,0,1,0,55,1
58,7,0,1,0,40,0
27,9,1,1,2174,40,0
59,14,1,1,0,40,1
24,13,1,1,0,47,0
42,11,0,1,2407,40,0
53,14,0,1,0,60,1
35,9,0,1,0,50,0
36,9,0,0,0,40,1
26,9,0,1,0,40,0
33,5,1,1,0,48,0
29,10,0,1,0,40,0
43,7,0,1,0,40,0
35,13,0,1,15024,50,1
48,13,0,0,0,36,1
45,14,1,0,0,40,0
43,9,1,0,0,40,0
27,5,1,1,0,30,0
21,4,1,1,0,40,0
63,9,1,0,0,4,0
39,10,0,1,15024,40,1
52,13,0,1,15024,55,1
41,13,1,0,0,40,0
48,9,0,1,7688,70,1
27,7,1,0,0,35,0
53,9,1,1,0,40,0
33,12,0,1,0,50,0
37,6,1,1,0,35,0
18,10,1,0,0,40,0
43,16,1,0,0,24,1
20,10,1,0,0,40,0
47,15,0,1,0,50,1
36,9,0,1,0,70,0
41,9,0,1,0,45,1
67,4,0,1,1797,40,0
38,13,0,1,0,40,0
47,14,1,1,0,25,0
39,11,0,1,0,40,0
34,13,0,1,0,35,0
36,9,1,1,0,35,0
24,10,0,1,0,40,0
50,9,0,1,0,84,0
21,9,1,0,1055,30,0
21,5,1,0,0,50,0
40,9,1,1,0,40,0
19,10,1,0,0,25,0
38,9,1,0,0,40,0
34,11,0,1,0,50,0
44,10,1,1,0,50,0
20,12,1,0,0,25,0
44,9,1,1,0,55,1
49,9,1,0,594,10,0
45,12,0,1,0,50,1
24,9,1,1,0,40,0
34,9,1,1,0,40,0
58,9,0,1,0,72,1
39,9,0,1,0,45,0
22,9,1,1,0,40,0
38,13,0,0,0,32,1
32,15,0,1,15024,50,1
45,9,1,1,0,48,0
23,9,0,1,0,45,0
35,12,0,1,0,45,0
52,10,0,1,0,45,1
55,10,1,1,0,40,0
23,9,1,1,0,40,0
22,13,0,0,2885,25,0
27,9,0,1,0,40,0
24,12,1,0,0,15,0
21,10,1,1,0,40,0
49,13,1,0,0,35,0
32,8,0,1,0,40,0
64,10,1,0,0,24,0
37,9,1,1,0,50,0
61,4,0,1,0,40,0
44,9,0,0,0,40,1
53,9,0,1,0,52,1
43,14,1,1,0,50,1
60,16,0,1,0,40,1
23,10,1,0,0,40,0
25,14,0,1,0,40,0
29,9,1,0,0,40,0
51,13,1,0,0,55,0
47,2,0,1,0,12,0
20,9,1,0,0,40,0
25,7,0,1,5178,40,1
27,6,0,1,0,40,0
23,9,1,0,0,40,0
18,9,1,0,0,27,0
23,4,0,1,0,32,0
59,9,1,1,0,60,0
46,9,1,0,0,37,0
66,4,1,1,0,40,0
46,14,0,1,0,38,1
36,7,1,0,0,23,0
44,9,0,0,0,40,0
17,7,1,1,0,20,0
27,10,1,1,0,45,0
32,10,0,1,0,40,1
53,9,1,1,0,40,0
22,10,1,1,0,98,0
30,12,1,0,0,40,0
47,13,0,1,0,30,0
68,10,0,1,0,40,1
39,9,0,1,0,40,0
22,13,1,0,0,40,0
62,4,0,1,6418,40,1
20,9,1,0,0,35,0
21,9,1,1,0,38,0
34,11,1,1,0,50,0
30,9,0,1,0,75,0
25,10,1,0,0,40,0
23,9,1,0,0,21,0
40,13,0,1,0,40,0
26,9,1,1,0,40,0
57,11,0,1,0,40,1
36,11,0,1,0,60,1
43,10,1,0,0,40,0
49,13,1,1,0,40,0
58,9,0,1,0,40,1
32,10,1,1,0,40,0
59,9,0,1,0,45,1
42,13,1,0,0,40,0
37,13,0,1,0,40,0
40,15,0,1,15024,45,1
47,9,0,1,0,40,0
56,13,0,1,0,45,1
30,9,1,0,0,40,0
42,9,1,0,0,35,0
21,9,1,1,0,40,0
21,9,0,0,0,40,0
47,9,0,0,0,40,0
22,10,1,1,0,20,0
35,12,1,0,14344,40,1
41,7,1,0,0,40,0
43,13,0,1,0,53,0
60,10,0,1,0,55,0
73,4,0,1,0,30,1
90,13,0,0,0,40,1
62,9,0,1,0,38,0
28,9,0,1,0,40,0
45,10,0,1,0,40,0
19,9,1,1,0,45,0
30,9,1,1,0,35,0
19,8,1,0,0,52,0
23,10,1,1,2202,80,0
22,13,1,1,0,10,0
19,9,1,0,0,28,0
45,12,1,1,0,40,0
26,9,1,0,0,25,0
42,6,0,1,99999,40,1
62,9,0,1,0,35,0
61,6,0,1,0,40,0
34,13,1,1,0,60,1
22,9,1,0,0,53,0
56,14,0,1,0,40,1
32,10,0,1,0,40,0
24,10,1,1,0,40,0
26,9,1,1,0,40,0
32,9,1,0,0,45,0
58,12,1,1,0,40,0
25,12,0,0,0,35,1
23,10,1,0,0,25,0
23,10,0,1,0,40,0
54,10,0,1,0,40,0
28,10,1,0,0,35,0
35,13,0,1,0,40,1
30,10,0,1,0,25,1
23,8,0,1,0,40,0
42,10,0,1,0,50,1
72,6,1,0,0,20,0
21,9,0,1,0,40,0
37,13,1,1,0,40,0
54,9,1,0,0,40,0
58,14,1,0,0,45,0
32,13,1,1,0,40,0
65,10,1,0,0,15,0
22,13,0,1,0,45,0
52,13,0,1,0,40,1
65,6,1,0,0,20,0
33,9,1,0,0,35,0
35,9,1,1,6497,65,0
27,10,1,0,0,40,0
34,9,1,1,0,42,0
53,9,0,1,0,70,0
23,6,0,1,0,40,0
43,16,1,0,0,40,1
58,11,0,1,3908,40,0
38,6,1,1,0,40,0
26,9,0,1,0,50,0
60,13,0,1,0,50,1
28,9,0,1,0,50,0
33,9,1,0,0,30,0
29,10,0,1,0,40,0
54,16,1,0,0,50,1
41,4,0,1,0,36,0
63,10,1,1,0,50,0
31,9,0,0,0,27,0
23,13,1,0,0,25,0
31,10,0,1,0,40,0
41,15,0,1,0,45,1
51,9,0,1,0,40,1
59,10,0,1,0,40,1
23,10,1,0,0,45,0
24,10,1,1,0,45,0
67,9,1,0,0,20,0
65,9,1,0,0,35,0
47,13,0,1,0,40,1
21,9,1,1,0,40,0
38,4,0,1,0,40,0
55,13,1,0,0,40,0
39,14,1,0,1506,40,0
24,9,1,0,0,50,1
24,9,0,1,0,40,0
38,10,0,1,7298,40,1
19,9,1,1,0,24,0
32,9,0,1,0,50,0
63,10,0,1,0,60,1
18,10,1,0,0,30,0
36,10,0,1,0,45,0
41,13,1,1,6497,40,0
57,10,1,1,0,40,0
48,9,0,1,0,40,0
44,9,1,0,0,40,0
25,10,1,1,0,40,0
48,8,0,1,0,50,0
20,10,1,0,0,8,0
74,9,0,1,0,55,0
44,9,1,0,0,40,0
26,10,0,0,0,40,0
54,9,0,1,0,40,0
39,9,0,1,0,48,1
38,10,1,0,7443,40,0
18,6,1,0,0,40,0
32,14,1,0,0,40,0
24,10,1,1,0,40,0
19,5,1,1,0,35,0
28,9,0,1,0,40,0
28,9,1,1,0,30,0
49,9,0,1,0,40,0
50,13,0,1,0,40,0
63,9,1,0,0,40,0
58,9,0,1,0,50,0
68,9,1,0,0,15,0
41,10,0,1,0,40,1
21,9,1,0,0,40,0
27,10,0,1,3103,50,1
24,13,1,1,0,40,0
50,13,1,0,0,40,0
47,10,1,0,0,44,0
64,9,1,1,8614,40,1
54,9,1,0,0,40,0
28,13,1,0,0,30,0
26,14,1,0,0,40,0
35,13,1,1,0,42,0
48,9,0,1,2885,15,0
50,12,0,0,3942,40,0
39,9,1,0,0,40,0
46,13,1,1,0,45,1
41,10,1,0,0,48,0
24,4,0,1,2580,40,0
57,9,1,1,0,40,0
32,9,1,1,0,40,0
41,12,0,1,0,50,1
55,9,0,1,0,40,1
41,11,1,1,0,80,0
69,4,1,0,2964,40,0
22,9,1,0,0,40,0
45,9,0,1,3942,40,0
33,9,1,1,0,40,0
57,10,1,0,0,40,0
38,13,0,1,0,65,1
40,9,0,1,0,50,0
48,10,1,0,0,40,0
38,10,0,0,0,35,0
26,13,1,0,0,60,0
24,9,1,1,0,40,0
35,9,0,0,0,20,0
37,10,0,1,5178,75,1
42,9,1,1,0,40,0
37,9,0,0,0,40,1
37,9,1,0,0,50,0
28,14,1,0,0,80,0
22,9,0,1,0,40,0
24,7,1,0,0,40,0
45,10,0,1,0,40,1
29,9,1,1,0,50,1
23,10,1,0,0,25,0
24,13,1,1,0,40,0
25,12,1,0,0,40,0
58,9,1,0,0,32,0
28,11,1,1,0,60,0
58,9,1,0,0,35,1
18,7,1,1,0,16,0
59,4,0,1,0,40,0
39,9,1,0,0,40,0
53,10,0,1,0,50,1
54,15,1,0,0,65,0
51,9,0,1,0,50,1
59,14,0,1,7298,55,1
42,9,1,1,0,40,1
36,10,0,0,0,40,0
37,10,1,0,0,60,0
32,10,1,1,0,40,0
38,9,0,1,0,50,0
19,9,1,0,0,30,0
55,13,1,0,0,48,0
30,9,1,1,0,40,0
27,10,0,1,0,50,1
65,9,0,1,0,25,0
44,13,1,0,0,5,0
23,3,1,1,0,50,0
32,13,0,1,0,50,0
60,9,0,0,0,20,0
28,9,1,1,0,40,0
44,9,0,1,0,40,0
29,9,1,1,0,16,0
57,9,0,1,0,40,0
41,10,1,1,0,60,0
34,7,0,1,0,60,0
44,10,1,0,0,42,0
44,13,1,1,0,40,0
57,2,0,1,0,22,0
37,13,1,1,0,30,0
35,13,0,1,0,16,1
51,14,0,1,99999,50,1
27,10,1,1,0,45,0
41,10,0,0,3103,40,1
28,13,1,1,0,8,0
37,16,0,1,0,60,0
18,10,1,1,0,8,0
24,4,1,0,0,20,0
53,8,0,0,0,40,0
40,9,1,1,0,48,0
54,10,1,1,0,60,0
22,10,1,0,0,40,0
44,6,0,0,0,30,0
43,10,1,0,0,45,0
58,13,0,0,0,20,1
59,13,0,0,0,45,1
31,13,0,1,0,45,1
35,9,1,1,0,40,0
17,6,1,0,0,20,0
45,10,1,0,0,32,0
40,10,1,1,0,40,0
35,9,0,1,0,45,0
25,13,1,1,0,45,0
58,9,1,1,0,40,0
39,10,1,1,0,50,1
69,2,0,1,0,34,0
23,9,0,1,0,54,0
32,13,1,0,0,40,0
48,12,0,1,0,44,0
41,13,0,1,0,40,0
74,5,1,1,0,10,0
43,13,0,1,0,50,1
18,10,1,1,0,20,0
24,13,1,1,0,40,0
58,10,0,0,0,32,0
54,14,0,1,0,40,1
60,4,0,1,0,40,0
28,10,0,1,0,40,0
41,9,0,1,0,40,1
62,10,0,1,0,35,1
27,10,1,1,0,40,0
30,10,1,0,0,20,0
63,13,1,1,0,35,0
33,9,1,1,3325,50,0
34,9,0,1,0,45,0
20,5,1,1,0,40,0
51,9,0,1,0,40,0
21,6,1,1,0,25,0
50,9,0,1,0,40,1
43,9,0,1,0,40,0
27,9,0,1,2885,40,0
19,9,1,0,0,40,0
20,9,1,1,0,43,0
17,8,1,0,0,6,0
47,12,1,1,0,40,0
25,13,1,0,0,40,0
71,14,1,0,0,20,0
21,9,1,0,0,40,0
69,7,0,1,0,48,0
48,12,0,1,0,40,0
57,4,1,0,0,3,0
58,10,0,1,0,40,1
34,9,0,0,0,20,0
33,10,0,1,0,66,0
56,3,0,1,0,40,0
40,14,1,1,0,40,0
28,9,1,1,0,32,0
42,14,0,1,0,40,0
19,10,1,0,0,20,0
41,11,1,0,3325,40,0
28,9,1,0,0,35,0
40,6,1,0,0,35,0
23,10,1,1,0,30,0
46,9,0,0,0,40,1
39,14,1,1,0,50,1
39,13,1,1,0,50,0
45,9,1,0,0,40,0
21,10,1,0,0,35,0
50,10,1,0,0,40,0
33,9,0,1,0,40,0
34,7,0,0,0,40,0
55,9,0,1,0,32,0
62,9,1,0,0,40,0
31,13,0,1,0,40,0
35,5,0,1,0,40,0
30,9,1,1,0,40,0
57,10,0,1,0,50,1
50,9,0,1,0,55,1
51,9,0,1,0,50,0
47,9,0,1,4386,45,1
37,13,1,1,0,45,1
58,4,0,1,0,40,0
39,13,1,0,0,50,1
34,10,1,1,0,40,1
45,9,1,0,0,38,0
19,10,1,1,0,40,0
42,13,0,1,99999,40,1
40,11,1,1,3325,40,0
39,15,0,1,0,50,1
36,14,0,1,0,40,1
56,9,1,0,0,35,0
19,10,1,0,0,15,0
37,10,0,1,0,40,1
60,9,0,1,0,40,0
56,9,0,1,0,40,1
51,4,0,1,3908,47,0
34,13,1,0,0,36,0
23,10,1,0,0,10,0
19,9,1,1,0,30,0
37,9,1,0,0,40,0
58,13,0,1,0,40,1
33,7,1,0,0,35,0
39,13,1,1,0,40,1
36,9,1,0,4865,40,0
26,13,1,0,0,40,0
22,11,1,0,0,36,0
32,14,1,1,0,40,0
17,7,1,1,0,15,0
57,10,1,0,0,40,0
68,4,1,0,0,20,0
70,9,0,1,3432,40,0
30,9,1,1,0,40,0
19,10,1,0,0,15,0
51,9,0,1,0,40,0
19,10,1,1,0,30,0
47,9,0,1,0,40,0
41,13,0,1,7688,55,1
36,10,0,1,0,40,1
30,10,0,1,0,40,1
26,9,0,1,0,45,0
41,13,1,1,0,20,0
25,10,0,1,0,45,0
62,5,0,1,0,40,0
23,14,1,1,0,40,0
26,13,1,0,0,10,0
25,9,1,1,6849,40,0
30,13,1,0,0,45,0
48,9,1,1,0,40,0
20,9,1,1,0,40,0
51,10,0,0,0,15,1
19,10,1,1,0,10,0
31,9,1,1,0,40,0
36,13,0,1,7298,50,1
21,10,1,0,0,40,0
40,9,1,1,0,40,0
30,7,1,1,0,40,0
28,10,1,1,0,40,0
57,5,0,1,0,40,1
18,7,1,1,0,15,0
54,9,0,1,0,40,1
32,9,0,1,0,40,0
52,14,1,1,0,40,0
27,9,1,0,0,40,0
45,13,0,1,0,48,0
18,10,1,1,0,20,0
37,9,1,1,0,35,0
52,9,0,1,0,40,1
59,5,1,1,0,50,0
27,11,1,1,0,40,0
43,9,0,1,0,40,0
56,10,0,1,0,40,1
44,10,0,1,0,72,0
37,11,1,1,0,45,0
28,11,1,1,10520,50,1
48,9,1,0,0,25,0
58,13,0,1,0,50,0
29,9,0,1,0,45,0
37,12,0,1,0,40,0
35,15,0,1,0,50,1
36,11,1,1,0,38,0
52,9,0,1,0,48,0
30,9,1,1,0,40,0
22,5,1,1,0,40,0
55,12,0,1,0,60,0
61,9,0,0,15024,38,1
33,9,1,1,0,30,0
46,10,0,1,0,50,0
64,7,1,0,0,16,0
28,6,0,1,0,40,0
